Time,Subtitle,Translation,Transliteration,K-Drama Title,Year,Episode,Cue,Cue Type,Speech Level
1:07,"아저씨, 안녕하세요?","-Good morning, sir.
-Good morning.","ajeo-ssi ,   annyeonghase-yo ?",Misaeng,2016,6,안녕하세요,안녕하세요,2
1:09,나는 쾌청한 느낌의 그 골목길이 너무 좋았고,"-Are you going to school?
-I loved how the clean alley felt,",( baeggi )   naneun   kwaecheonghan   neu-kkim-ui   geu   golmoggil-i   neomu   joh-assgo,Misaeng,2016,6,나는,나는,5
1:12,그 길을 통과하는 거로 하루를 시작했다,and I started the day by going past it.,geu   gil-eul   tonggwahaneun   geolo   haluleul   sijaghaessda,Misaeng,2016,6,V + 다,V + 다,5
1:22,그 아저씨처럼 내가 문을 열고 하루의 시작을 결정하는 기분이 정말 좋았다,"It felt great to think that I was the one
opening business for the day like him.",( baeggi )   geu   ajeo-ssicheoleom   naega   mun-eul   yeolgo   halu-ui   sijag-eul   gyeoljeonghaneun   gibun-i   jeongmal   joh-assda,Misaeng,2016,6,V + 다,V + 다,5
1:34,인트라넷으로 주제별 신문 기사도 꼼꼼히 챙겨 봤다,"I also read news articles
on various topics on the intranet.",inteulanes-eulo   jujebyeol   sinmun   gisado   kkomkkomhi   chaenggyeo   bwassda,Misaeng,2016,6,V + 다,V + 다,5
1:44,스타일리시한 TV 드라마의 장면처럼 고무되는 시간들이었다,-It was just like a stylish drama scene...,"seuta-illisihan   TV   deulama-ui   jangmyeoncheoleom   gomudoeneun   sigandeul-i-eossda   ( gang   daeli )   a ,   geu   jalyoga   anilago-yo ?",Misaeng,2016,6,V + 다,V + 다,5
1:44,"아, 그 자료가 아니라고요?","-Oh, they're wrong?","seuta-illisihan   TV   deulama-ui   jangmyeoncheoleom   gomudoeneun   sigandeul-i-eossda   ( gang   daeli )   a ,   geu   jalyoga   anilago-yo ?",Misaeng,2016,6,V + 요,V + 요,2
1:50,"아 아, 예, 아니요 아니요, 아니요, 잘못 보냈고요","-I'm sorry, we sent the wrong data.","a   a ,   ye ,   ani-yo   ani-yo ,   ani-yo ,   jalmos   bonaessgo-yo   ( baeggi )   balo   nae   wi-ui   seon-im-i   chulgeunhagi   jeonkkajineun   ( gang   daeli )   ye ,   algess-seubnida",Misaeng,2016,6,V + 요,V + 요,2
1:50,바로 내 위의 선임이 출근하기 전까지는,-until my boss showed up.,"a   a ,   ye ,   ani-yo   ani-yo ,   ani-yo ,   jalmos   bonaessgo-yo   ( baeggi )   balo   nae   wi-ui   seon-im-i   chulgeunhagi   jeonkkajineun   ( gang   daeli )   ye ,   algess-seubnida",Misaeng,2016,6,내,내,5
1:56,"예, 알겠습니다 엑셀로 정리된 파일이 있으니까 바로 보내 드리겠습니다","I have a file in Excel.
I'll send it right away.",egsello   jeonglidoen   pa-il-i   iss-euni-kka   balo   bonae   deuligess-seubnida,Misaeng,2016,6,V + 습니다,V + 습니다,1
2:02,"예, 송 과장님","Yes, Mr. Song.","[ i-eopon-eul   ttalkkag   nuleumyeo ]   ye ,   song   gwajangnim",Misaeng,2016,6,"예, title + 님","예, title + 님",1
2:05,"예, 지금 보고서 작성 중인데요",I'm working on the report now.,"ye ,   jigeum   bogoseo   jagseong   jung-inde-yo   [ kibodeuleul   tagtag   chinda ]",Misaeng,2016,6,"예, - 요","예, - 요",2
2:09,"예예, 다시 전화드리겠습니다","Yes, I'll call you back.","ye-ye ,   dasi   jeonhwadeuligess-seubnida",Misaeng,2016,6,V + 습니다,V + 습니다,1
2:23,"저, 대리님 제가 할 일 없을...","-Sir, is there anything I can do?
","jeo ,   daelinim   [ gang   daeliga   kibodeuleul   tagtag   chinda ]   -   jega   hal   il   eobs-eul ...   -   a ,   ildan   jom   gidalyeo   bwa-yo",Misaeng,2016,6,"저, 제가","저, 제가",2
2:23,"아, 일단 좀 기다려 봐요",-Just wait for a while.,"jeo ,   daelinim   [ gang   daeliga   kibodeuleul   tagtag   chinda ]   -   jega   hal   il   eobs-eul ...   -   a ,   ildan   jom   gidalyeo   bwa-yo",Misaeng,2016,6,V + 요,V + 요,2
2:36,"아이, 손, 잠, 잠깐만 나와 봐요, 잠깐, 잠깐만요",Hold on. Let go.,"a-i ,   son ,   jam ,   jamkkanman   na-wa   bwa-yo ,   jamkkan ,   jamkkanman-yo",Misaeng,2016,6,V + 요,V + 요,2
2:39,"사장님 수고하셨습니다, 예","You did great, sir.","( dongsig )   [ us-eumyeo ]   sajangnim   sugohasyeoss-seubnida ,   ye",Misaeng,2016,6,"예, V + 습니다","예, V + 습니다",1
2:43,"예, 예, 잠시만요 바꿔 드릴게요",Just a moment. I'll put him on.,"ye ,   ye ,   jamsiman-yo   ba-kkwo   deulilge-yo",Misaeng,2016,6,"예, V + 요","예, V + 요",2
2:46,"어, 수고했어",Great work.,"eo ,   sugohaess-eo",Misaeng,2016,6,V + 아/어,V + 아/어,5
2:47,"어, 현지 서포트 덕이야, 어",It's all thanks to you!,"eo ,   hyeonji   seopoteu   deog-i-ya ,   eo",Misaeng,2016,6,N + 야/이야,N + 야/이야,5
2:51,"내가 한국 들어오면 내가 크게 한잔 쏠게, 어","If you come to Korea,
dinner will be on me.","naega   hangug   deul-eo-omyeon   naega   keuge   hanjan   ssolge ,   eo",Misaeng,2016,6,내가,내가,5
2:54,"어, 그래, 어, 어, 어, 어",Yes. See you soon. Bye.,"eo ,   geulae ,   eo ,   eo ,   eo ,   eo",Misaeng,2016,6,"어, 그래","어, 그래",5
2:57,"야, 야, 이거 우즈베크 건 거의 엎어졌다더니 된 거야?",So you finally closed the Uzbekistan deal?,"ya ,   ya ,   igeo   [ suhwagileul   ttalkag   naelyeonohneunda ]   ujeubekeu   geon   geo-ui   eop-eojyeossdadeoni   doen   geo-ya ?",Misaeng,2016,6,V + 야,V + 야,5
3:03,내가 이 맛에 상사맨 하는 거 아니야,These are the moments I live for!,naega   i   mas-e   sangsamaen   haneun   geo   ani-ya,Misaeng,2016,6,N + 야/이야,N + 야/이야,5
3:05,"축하해, 축하해",These are the moments I live for! Congratulations!,"( go   gwajang )   chughahae ,   chughahae",Misaeng,2016,6,V + 아/어,V + 아/어,5
3:10,"이야, 이거 애들이 준 넥타이라더니 이거 진짜 신통방통하네요","You said that tie was a present
from your kids, and it's working magic.","( dongsig )   i-ya ,   igeo   aedeul-i   jun   negta-iladeoni   igeo   jin-jja   sintongbangtonghane-yo",Misaeng,2016,6,V + 요,V + 요,2
3:13,"이게 다 넥타이발이에요, 이게",You owe it all to that tie.,"ige   da   negta-ibal-i-e-yo ,   ige",Misaeng,2016,6,N + 이에요/예요,N + 이에요/예요,2
3:15,야,"Hey, everyone.",ya   [ sangsig-ui   geochin   sumsoli ],Misaeng,2016,6,야,야,5
3:18,커피 한잔해,Let's have a cup of coffee.,keopi   hanjanhae,Misaeng,2016,6,V + 아/어,V + 아/어,5
3:20,내가 쏠게,My treat.,naega   ssolge,Misaeng,2016,6,V + 아/어,V + 아/어,5
3:21,"장그래, 가자","Let's go, Geu-rae.","[ go   gwajang-ui   us-eum ]   janggeulae ,   gaja",Misaeng,2016,6,V + 아/어,V + 아/어,5
3:30,안녕하십니까?,"-Good morning, sir.",-   annyeonghasibni-kka ?,Misaeng,2016,6,V + ㅂ니까?,V + ㅂ니까?,1
3:41,"내가 쏜다고 하셨을 때부터 내가 이건 줄 내가 알았다, 내가","I knew his ""treat"" was really just this.","( dongsig )   naega   ssondago   hasyeoss-eul   ttaebuteo   naega   igeon   jul   naega   al-assda ,   naega",Misaeng,2016,6,"내가, V + 다","내가, V + 다",5
3:44,"야, 이 자식아 그래서 내가 직접 타 주잖아","Cool it.
That's why I'm preparing it myself.","ya ,   i   jasig-a   geulaeseo   naega   jigjeob   ta   jujanh-a",Misaeng,2016,6,V + 아/어,V + 아/어,5
3:46,"야, 이게 이래 봬도 이게 황금 비율이야, 어","Don't you know?
This is the golden ratio for coffee.","ya ,   ige   ilae   bwaedo   ige   hwanggeum   bi-yul-i-ya ,   eo",Misaeng,2016,6,N + 야/이야,N + 야/이야,5
3:51,감사합니다,-Thank you.,( dongsig )   gamsahabnida,Misaeng,2016,6,V + ㅂ니다,V + ㅂ니다,1
3:57,"뜨거워, 뜨거워, 조심해",Here. It's hot. Be careful.,"-   ( dongsig )   jeo ...   -   ( sangsig )   ja ,   ja   -   tteugeo-wo ,   tteugeo-wo ,   josimhae   -   ( geulae )   a ,   meonjeo",Misaeng,2016,6,V + 아/어,V + 아/어,5
4:01,"먼저 마셔, 응, 마셔, 마셔",Go ahead. Drink up.,"( dongsig )   meonjeo   masyeo ,   eung ,   masyeo ,   masyeo",Misaeng,2016,6,V + 아/어,V + 아/어,5
4:03,사이클 테스트 통과했는데 왜 못 와,"Why can't they sign the deal
even though we passed the cycle test?",( i   gwajang )   sa-ikeul   teseuteu   tonggwahaessneunde   wae   mos   wa,Misaeng,2016,6,V + 아/어,V + 아/어,5
4:07,15만 회 했으면 데이터 나오는 거잖아!,"Aren't the data guaranteed
after doing the test run 150,000 times?",15man   hoe   haess-eumyeon   de-iteo   na-oneun   geojanh-a !,Misaeng,2016,6,V + 아/어,V + 아/어,5
4:16,적정 가격 산출한 거 보여 줬어?,Did you show them the appropriate price?,jeogjeong   gagyeog   sanchulhan   geo   bo-yeo   jwoss-eo ?,Misaeng,2016,6,V + 아/어,V + 아/어,5
4:18,"생산 원가에서 일반 경비 치고 나면 그, 무리한 가격이야, 아니야?","If you'll consider production costs
and general expenses, that's reasonable!","saengsan   wonga-eseo   ilban   gyeongbi   chigo   namyeon   geu ,   mulihan   gagyeog-i-ya ,   ani-ya ?",Misaeng,2016,6,V + 야,V + 야,5
4:33,상대 만족 다 시켜 주고 나면 우리 뭐 먹고 살래?,"What will we live on
if we satisfy all their needs?",sangdae   manjog   da   sikyeo   jugo   namyeon   uli   mwo   meoggo   sallae ?,Misaeng,2016,6,V + 아/어,V + 아/어,5
4:39,왜 이렇게 항상 상대 쪽에 서 있어,"Why are you always looking out
for their needs?",wae   ileohge   hangsang   sangdae   jjog-e   seo   iss-eo,Misaeng,2016,6,V + 아/어,V + 아/어,5
4:47,내가 지켜볼 거야,"I'll be keeping an eye
on the Canton project too.",naega   jikyeobol   geo-ya,Misaeng,2016,6,V + 야,V + 야,5
4:55,"아이, 자식 뭐, 여기까지 와서 깨고 난리야","Jeez. Why come down
and ruin the mood here?","a-i ,   jasig   mwo ,   yeogi-kkaji   waseo   kkaego   nanli-ya",Misaeng,2016,6,N + 야,N + 야,5
5:14,네,"-Oh, yes.
-Mr. Lee, who just left, leads the team.","-   ne   -   ( baeggi )   a ,   ne   jeo ,   banggeum   nagasin   iseogjun   gwajangnim-i   insolhasibnida",Misaeng,2016,6,,,2
5:14,"아, 네 저, 방금 나가신 이석준 과장님이 인솔하십니다","-Oh, yes.
-Mr. Lee, who just left, leads the team.","-   ne   -   ( baeggi )   a ,   ne   jeo ,   banggeum   nagasin   iseogjun   gwajangnim-i   insolhasibnida",Misaeng,2016,6,,,1
5:50,제가 인도네시아 건이랑 헷갈렸습니다,I got it mixed up with the Indonesian one.,jega   indonesi-a   geon-ilang   hesgallyeoss-seubnida,Misaeng,2016,6,,,1
5:52,"죄송합니다, 다시 하겠습니다","-I'm sorry. I'll redo it.
-How?","joesonghabnida ,   dasi   hagess-seubnida",Misaeng,2016,6,,,1
5:57,법무 팀에서 검토까지 끝난 건을 네가 어떻게 다시 해,"The legal team
has already completed its review. How will you redo it?",beobmu   tim-eseo   geomto-kkaji   kkeutnan   geon-eul   nega   eo-tteohge   dasi   hae,Misaeng,2016,6,V + 아/어,V + 아/어,5
6:07,대답해 봐,Tell me.,daedabhae   bwa,Misaeng,2016,6,V + 아/어,V + 아/어,5
6:08,대답 안 해?,Aren't you going to respond?,daedab   an   hae ?,Misaeng,2016,6,V + 아/어,V + 아/어,5
6:26,장난하냐?,Are you kidding me?,jangnanhanya ?,Misaeng,2016,6,,,6
6:28,그렇게 말하면 뭐가 달라 보이나? 있어 보여?,You think that will change anything?,geuleohge   malhamyeon   mwoga   dalla   bo-ina ?   iss-eo   bo-yeo ?,Misaeng,2016,6,V + 아/어,V + 아/어,4
6:44,가라고!,Get out of here now!,galago !,Misaeng,2016,6,V + 아/어,V + 아/어,5
7:03,이거 안 가져가?,Aren't you going to take this?,igeo   an   gajyeoga ?,Misaeng,2016,6,V + 아/어,V + 아/어,5
7:43,"안영이 씨, 작살나고 있어 B/L 건 때문에 완전 찍혔어","Young-yi is in deep trouble
for leaking the B/L project.","[ jag-eun   solilo ]   an-yeong-i   ssi ,   jagsalnago   iss-eo   B / L   geon   ttaemun-e   wanjeon   jjighyeoss-eo",Misaeng,2016,6,V + 아/어,V + 아/어,5
8:03,너는 울산 태성 학원이고 나는 전주 태성 학원이라고,"You studied in Ulsan,
and I studied in Jeonju.",( dongsig )   neoneun   ulsan   taeseong   hag-won-igo   naneun   jeonju   taeseong   hag-won-ilago,Misaeng,2016,6,V + 아/어,V + 아/어,5
8:15,태국 라면 윌마트 납품 건 말입니까?,"Are you talking about
the Willmart Thai-ramen project?",taegug   lamyeon   wilmateu   nabpum   geon   mal-ibni-kka ?,Misaeng,2016,6,,,1
8:22,태국 회사랑 추진하고 있는 사업이 잘될 가능성이 높다고 그랬잖아요,"sales team one and two's business
in Thailand would go smoothly?",taegug   hoesalang   chujinhago   issneun   sa-eob-i   jaldoel   ganeungseong-i   nopdago   geulaessjanh-a-yo,Misaeng,2016,6,,,2
8:32,"그런데 꼭 성사는 시켜야 되는 거고 와, 완전 힘 빠진다, 진짜 그렇죠?","Yet your team has to pull it off.
It's discouraging, isn't it?","geuleonde   kkog   seongsaneun   sikyeo-ya   doeneun   geogo   wa ,   wanjeon   him   ppajinda ,   jin-jja   geuleohjyo ?",Misaeng,2016,6,,,2
8:41,너는 대체 모르는 게 뭐냐?,Is there anything you don't know?,neoneun   daeche   moleuneun   ge   mwonya ?,Misaeng,2016,6,,,6
8:45,"한석율 씨, 그만 가요","-No, there isn't.
-Hey, Seok-yul. -Get going.
-Okay.","( geulae )   hanseog-yul   ssi ,   geuman   ga-yo",Misaeng,2016,6,,,2
8:54,"어? 왔다, 왔어요",Hey! The reply just came!,"( dongsig )   eo ?   wassda ,   wass-eo-yo",Misaeng,2016,6,,,2
8:59,"과장님, 소식 왔습니다","Mr. Oh, news has arrived.","( seog-yul )   gwajangnim ,   sosig   wass-seubnida",Misaeng,2016,6,,,1
9:05,한번 보자는데요?,They want to have a meeting.,hanbeon   bojaneunde-yo ?,Misaeng,2016,6,,,2
9:10,그런데 이런 놈은 만나도 끝까지 찜찜해요,"This type of guy is a pain
to deal with even after meeting him.",geuleonde   ileon   nom-eun   mannado   kkeutkkaji   jjimjjimhae-yo,Misaeng,2016,6,,,2
9:23,아는 분이세요?,"-You know him?
-Sure I do!",aneun   bun-ise-yo ?   [ us-eumyeo ]   eo,Misaeng,2016,6,,,2
9:36,"과장님, 과장님 친하셨어요?","-Were you two close?
-Yes, we were close!","[ sangsig-ui   us-eum ]   gwajangnim ,   gwajangnim   chinhasyeoss-eo-yo ?",Misaeng,2016,6,,,2
9:44,다 됐네요,"It's a done deal, isn't it?","[ sangsig-ui   us-eum ]   da   dwaessne-yo ,   kkeutnassne ,   kkeutnass-eo",Misaeng,2016,6,,,2
9:44, 끝났네,"It's a done deal, isn't it?","[ sangsig-ui   us-eum ]   da   dwaessne-yo ,   kkeutnassne ,   kkeutnass-eo",Misaeng,2016,6,,,4
9:44,끝났어,"It's a done deal, isn't it?","[ sangsig-ui   us-eum ]   da   dwaessne-yo ,   kkeutnassne ,   kkeutnass-eo",Misaeng,2016,6,,,5
10:11,안영이 씨 안녕하세요?,"-Hey, Ms. An.
-Hello, sir.",an-yeong-i   ssi   annyeonghase-yo ?,Misaeng,2016,6,,,2
10:20,좀 늦으시네요.,"Mr. Ha is running a bit late.
-Okay, carry on.","jom   neuj-eusine-yo ,   geumbang   osil   geobnida",Misaeng,2016,6,,,2
10:20,금방 오실 겁니다,"-He'll be down soon.
-Okay, carry on.","jom   neuj-eusine-yo ,   geumbang   osil   geobnida",Misaeng,2016,6,,,1
10:28,가 보세요,Go ahead.,ga   bose-yo,Misaeng,2016,6,,,2
10:35,"저, 괜찮으세요?",Are you really okay?,"jeo ,   gwaenchanh-euse-yo ?",Misaeng,2016,6,,,2
10:37,"네, 들을 만해요","Yes, I think I can manage.","ne ,   deul-eul   manhae-yo",Misaeng,2016,6,,,2
10:39,"아니, 이거 말고요","No, not this...","ani ,   igeo   malgo-yo",Misaeng,2016,6,,,2
10:41,"가 보세요, 괜찮으니까",Go ahead. I'm fine.,"ga   bose-yo ,   gwaenchanh-euni-kka",Misaeng,2016,6,,,2
10:52,안영이 씨 도와줘야 하는 거 아닙니까?,Shouldn't we help her?,an-yeong-i   ssi   do-wajwo-ya   haneun   geo   anibni-kka ?,Misaeng,2016,6,,,1
10:55,우리도 늦었어,We're running late too.,ulido   neuj-eoss-eo,Misaeng,2016,6,,,5
10:59,"야, 하 대리 온다잖아, 왔네",She said Mr. Ha would be coming down soon. There he is.,"ya ,   ha   daeli   ondajanh-a ,   wassne",Misaeng,2016,6,,,5
11:06,"아, 오셨어요?","You're here, sir.","a ,   osyeoss-eo-yo ?",Misaeng,2016,6,,,2
11:09,왜 좀 도와 달라 하지,Why didn't you ask them for help?,[ jadongcha   sidong-eum ]   wae   jom   do-wa   dalla   haji,Misaeng,2016,6,,,5
11:15,"왜, 팽 당했어?",What? Did they ignore you?,"wae ,   paeng   danghaess-eo ?",Misaeng,2016,6,,,5
11:17,"아, 선배님이 계신데 왜 제가 영업 3팀 도움을 받습니까?","Why should I ask them
for help with you here?","[ meosjjeogge   us-eumyeo ]   a ,   seonbaenim-i   gyesinde   wae   jega   yeong-eob   3tim   do-um-eul   badseubni-kka ?",Misaeng,2016,6,,,1
11:22,저는 자원 팀입니다,-I'm on the resource team.,jeoneun   ja-won   tim-ibnida   geugeol   aneun   nom-i   geu-ttan   jis-eul   hae ?,Misaeng,2016,6,,,1
11:22,그걸 아는 놈이 그딴 짓을 해?,-Then why did you do that?,jeoneun   ja-won   tim-ibnida   geugeol   aneun   nom-i   geu-ttan   jis-eul   hae ?,Misaeng,2016,6,,,5
11:25,도대체 머릿속에 뭐가 들은 거야?,What's going on in that head of yours?,dodaeche   meolis-sog-e   mwoga   deul-eun   geo-ya ?,Misaeng,2016,6,,,5
11:27,너 부장님이 뭐라 하시는 줄 알아?,Do you know what our boss said?,neo   bujangnim-i   mwola   hasineun   jul   al-a ?,Misaeng,2016,6,,,5
11:35,일이나 해!,Just get to work!,il-ina   hae !,Misaeng,2016,6,,,5
11:44,뭐야,What was that?,mwo-ya,Misaeng,2016,6,,,5
11:47,아무것도 아닙니다,It's nothing.,[ apeun   sum-eul   naebaet-eumyeo ]   amugeosdo   anibnida,Misaeng,2016,6,,,1
11:49,"아, 진짜 가지가지 한다","Man, you're hopeless.","a ,   jin-jja   gajigaji   handa",Misaeng,2016,6,,,6
11:52,의무실이나 가!,-Go to the clinic.,( ha   daeli )   uimusil-ina   ga !,Misaeng,2016,6,,,5
11:54,괜찮습니다.,"-No, I'm fine",-   ( yeong-i )   gwaenchanhseubnida   -   ( ha   daeli )   galani-kka !,Misaeng,2016,6,,,1
11:54,가라니까!,"I said, go!",-   ( yeong-i )   gwaenchanhseubnida   -   ( ha   daeli )   galani-kka !,Misaeng,2016,6,,,5
12:10,일부러 이러는 거 아니야?,Did she do that on purpose?,ilbuleo   ileoneun   geo   ani-ya ?,Misaeng,2016,6,,,5
12:19,이건 왜 갖고 온 거야,Why did I bring this?,igeon   wae   gajgo   on   geo-ya,Misaeng,2016,6,,,5
12:24,바보냐,I must be an idiot.,babonya,Misaeng,2016,6,,,6
12:50,어? 발등이 왜 그래요?,What's wrong with your foot?,eo ?   baldeung-i   wae   geulae-yo ?,Misaeng,2016,6,,,2
12:53,"아, 아무것도 아니에요",It's nothing.,"a ,   amugeosdo   ani-e-yo",Misaeng,2016,6,,,2
13:09,"장백기 씨, 주세요","Baek-ki, give me the boards back.","jangbaeggi   ssi ,   juse-yo",Misaeng,2016,6,,,2
13:13,주세요. 내가 힘들 거라고 말했죠,"-Give them back.
-I told you it would be tough.",juse-yo   [ pal-eul   tag   ppulichimyeo ]   naega   himdeul   geolago   malhaessjyo,Misaeng,2016,6,,,2
13:25,의무실 가는 거 아닙니까?,Weren't you going to the clinic?,uimusil   ganeun   geo   anibni-kka ?,Misaeng,2016,6,,,1
13:33,저 혼자 가도 됩니다,I can go by myself.,jeo   honja   gado   doebnida,Misaeng,2016,6,,,1
13:35,샘플은 제 자리에 좀 부탁드릴게요,Please leave those samples on my desk.,saempeul-eun   je   jali-e   jom   butagdeulilge-yo,Misaeng,2016,6,,,2
13:53,"이야, 진짜 이거 버릇을 못 고쳤네, 응?",He hasn't changed a bit.,"i-ya ,   jin-jja   igeo   beoleus-eul   mos   gochyeossne ,   eung ?",Misaeng,2016,6,,,4
13:56,코리안 타임'요?,-Korean time?, koli-an   ta-im ' yo ?,Misaeng,2016,6,,,2
13:57,"어, 뭐, 요, 요즘은 안 쓰나?",-Don't they use that phrase these days?," eo ,   mwo ,   yo ,   yojeum-eun   an   sseuna ?",Misaeng,2016,6,,,4
14:12,"이야, 이 자식 이거 진짜 하나도 안 변했네",You haven't changed a bit.,"i-ya ,   i   jasig   igeo   jin-jja   hanado   an   byeonhaessne",Misaeng,2016,6,,,4
14:15,"이야, 이게 몇 년 만이야 이야, 이렇게도 만나지는구나","It's been ages. I can't believe we're meeting
like this again.","i-ya ,   ige   myeoch   nyeon   man-i-ya   i-ya ,   ileohgedo   mannajineunguna",Misaeng,2016,6,,,5
14:19,"야, 이 자식아 나 너 사진 보고 한눈에 팍 알아봤잖아, 어?","I recognized you right away
when I saw your picture!","( sangsig )   ya ,   i   jasig-a   na   neo   sajin   bogo   hannun-e   pag   al-abwassjanh-a ,   eo ?",Misaeng,2016,6,,,5
14:22,"내가 뭐랬냐, 어?",What did I say?,"naega   mwolaessnya ,   eo ?",Misaeng,2016,6,,,6
14:37,"아, 아이, 반가워요",Nice to meet you.,"a ,   a-i ,   banga-wo-yo",Misaeng,2016,6,,,2
15:08,어쩐지 일이 잘될 거 같은 느낌이 듭니다,-I have a feeling it's a done deal.,"eo-jjeonji   il-i   jaldoel   geo   gat-eun   neu-kkim-i   deubnida   ya ,   hanbeon-eun   mal-i-ya ,   eum",Misaeng,2016,6,,,1
16:16,전화 한번 해 볼까요?,Should I call him?,jeonhwa   hanbeon   hae   bolkka-yo ?,Misaeng,2016,6,,,2
16:18,한 시간이 넘었는데요,It's been over an hour.,han   sigan-i   neom-eossneunde-yo,Misaeng,2016,6,,,2
16:47,전화해 보겠습니다,I'll call him.,jeonhwahae   bogess-seubnida,Misaeng,2016,6,,,1
17:39,검토하고 타당성 여부 확인해서 연락하겠습니다,"I'll review and check
the feasibility of the deal and call you back.",geomtohago   tadangseong   yeobu   hwag-inhaeseo   yeonlaghagess-seubnida,Misaeng,2016,6,,,1
17:55,그러십시오,"Do as you wish, sir.",geuleosibsi-o,Misaeng,2016,6,,,1
18:05,"저, 부장님 무역 협회 임원 미팅 가셔야 합니다","Mr. Byun, you have
an executive meeting to attend.","( jig-won )   jeo ,   bujangnim   mu-yeog   hyeobhoe   im-won   miting   gasyeo-ya   habnida",Misaeng,2016,6,,,1
18:11,부장님 오늘 넥타이 안 하고 오셨네요,"Mr. Byun, you're not wearing
your tie today.",( jig-won )   bujangnim   oneul   negta-i   an   hago   osyeossne-yo,Misaeng,2016,6,,,2
18:14,"씁, 임원분들이시라 한마디 하실 텐데요",The executives will disapprove of it.,"sseub ,   im-wonbundeul-isila   hanmadi   hasil   tende-yo",Misaeng,2016,6,,,2
18:22,하고 가십시오,"Please wear this tie, sir.",hago   gasibsi-o,Misaeng,2016,6,,,1
18:37,"과장님, 그 넥타이 애들이 돈 모아서 산 생일 선물이라면서요","You told me your children saved money
to buy it as a birthday present.","gwajangnim ,   geu   negta-i   aedeul-i   don   mo-aseo   san   saeng-il   seonmul-ilamyeonseo-yo",Misaeng,2016,6,,,2
18:42,그걸 주시면 어떡해요,How could you give it to him?,geugeol   jusimyeon   eo-tteoghae-yo,Misaeng,2016,6,,,2
19:03,제가 지금 이거 첫 주문서 넣고 있는데요,I'm working on the first order sheet.,jega   jigeum   igeo   cheos   jumunseo   neohgo   issneunde-yo,Misaeng,2016,6,,,2
19:05,"이거 딱 10만 개쯤 딱 넣어 볼까요, 이거?","Shall I put in just 100,000?","igeo   ttag   10man   gae-jjeum   ttag   neoh-eo   bolkka-yo ,   igeo ?",Misaeng,2016,6,,,2
19:07,"아니, 부장님이 계속 물어보시더라고요",Our senior manager kept on asking.,"ani ,   bujangnim-i   gyesog   mul-eobosideolago-yo",Misaeng,2016,6,,,2
19:51,검토하고 타당성 여부 확인해서 연락하겠습니다,"I'll review and check
the feasibility of the deal and call you back.",geomtohago   tadangseong   yeobu   hwag-inhaeseo   yeonlaghagess-seubnida,Misaeng,2016,6,,,1
20:17,내가 일이 많이 밀려서 마음이 급해서,"I had so much work, and I was in a hurry.",naega   il-i   manh-i   millyeoseo   ma-eum-i   geubhaeseo,Misaeng,2016,6,,,6
20:22,"야, 친구야, 우리 오래간만인데 한잔해야 되는 거 아니냐?","Hey, buddy, since it's been a while, shouldn't we go out for drinks?","( hyeongcheol )   ya ,   chingu-ya ,   uli   olaeganman-inde   hanjanhae-ya   doeneun   geo   aninya ?",Misaeng,2016,6,,,6
21:05,이제야 좀 내 친구 같네!,Now that's more like it!,ije-ya   jom   nae   chingu   gatne !,Misaeng,2016,6,,,4
21:13,"아, 그럼 예약 잡아야겠네요 어디로 할까요?","Then I better make reservations.
Which restaurant?","a ,   geuleom   ye-yag   jab-a-yagessne-yo   eodilo   halkka-yo ?",Misaeng,2016,6,,,2
21:21,"아이, 거기 또 맛집이라 당일 예약이 되려나 모르겠네요","They're so popular that I'm not sure
if they'll have seats available.","a-i ,   geogi   tto   masjib-ila   dang-il   ye-yag-i   doelyeona   moleugessne-yo",Misaeng,2016,6,,,2
21:29,장그래도 부른 거 보면 일 이야기 마무리하는 거 맞죠?,"He wants Geu-rae to come too.
So we can expect it's a done deal, right?",( dongsig )   janggeulaedo   buleun   geo   bomyeon   il   i-yagi   mamulihaneun   geo   maj-jyo ?,Misaeng,2016,6,,,2
21:32,그렇다면 제가 계약서를 준비하도록 하겠습니다,"-Then I'll have the contract ready.
-Okay.",geuleohdamyeon   jega   gye-yagseoleul   junbihadolog   hagess-seubnida   ( sangsig )   oke-i,Misaeng,2016,6,,,1
21:49,너 지금 장난하냐?,"-Let's go inside.
-Are you kidding me?",neo   jigeum   jangnanhanya ?,Misaeng,2016,6,,,6
21:53,"어, 너 이제 족발 안 먹냐?",You don't eat pigs' feet anymore?,"eo ,   neo   ije   jogbal   an   meognya ?",Misaeng,2016,6,,,6
22:37,"야, 쟤들 신발 꺼내 줘라",Give them some slippers to put on.,"ya ,   jyaedeul   sinbal   kkeonae   jwola",Misaeng,2016,6,,,6
22:40,너 이거 갈아 신어라,Put them on.,neo   igeo   gal-a   sin-eola,Misaeng,2016,6,,,6
22:52,인사해,Introduce yourselves.,( hyeongcheol )   insahae,Misaeng,2016,6,,,5
22:54,이쪽은 연수 씨고 여기 주인이야,This is Yun-soo. She owns this place.,i-jjog-eun   yeonsu   ssigo   yeogi   ju-in-i-ya,Misaeng,2016,6,,,5
22:58,"저, 우리 이야기 좀 해야 하니까 잠깐 나가 줄 수 있어요?","Can you please excuse us
as we need to have a conversation?","jeo ,   uli   i-yagi   jom   hae-ya   hani-kka   jamkkan   naga   jul   su   iss-eo-yo ?",Misaeng,2016,6,,,2
